dataset,scaler,stratify,classifier,seed,acc_correct,uar_correct,acc_leakage,uar_leakage
voiced,QuantileTransformer,True,adaboost,3,0.7380952380952381,0.6166666666666667,0.6904761904761905,0.5333333333333333
voiced,QuantileTransformer,True,mlp,3,0.7380952380952381,0.6666666666666667,0.7380952380952381,0.6416666666666667
svd,QuantileTransformer,False,svm,3,0.8292682926829268,0.8120873334143477,0.8201219512195121,0.8030744926479524
svd,QuantileTransformer,False,knn,3,0.725609756097561,0.6839227123587313,0.7347560975609756,0.7005508972333617
svd,QuantileTransformer,False,gaussianNB,3,0.6554878048780488,0.678920079394013,0.649390243902439,0.6722769068740633
svd,QuantileTransformer,False,lda,3,0.7926829268292683,0.7741321343217078,0.7713414634146342,0.7480252764612954
svd,QuantileTransformer,False,qda,3,0.7225609756097561,0.7063029124640499,0.7225609756097561,0.7063029124640499
svd,QuantileTransformer,False,dt,3,0.7774390243902439,0.7451492688459513,0.7347560975609756,0.7138777494227732
svd,QuantileTransformer,False,rf,3,0.8353658536585366,0.8092113257990035,0.8353658536585366,0.8092113257990035
svd,QuantileTransformer,False,adaboost,3,0.8201219512195121,0.7954591485397173,0.8201219512195121,0.7954591485397173
svd,QuantileTransformer,False,mlp,3,0.7957317073170732,0.7784056385952121,0.7896341463414634,0.7717624660752622
voiced,QuantileTransformer,False,svm,3,0.7380952380952381,0.5694444444444444,0.6190476190476191,0.5
voiced,QuantileTransformer,False,knn,3,0.5952380952380952,0.5555555555555556,0.5714285714285714,0.4722222222222222
voiced,QuantileTransformer,False,gaussianNB,3,0.4523809523809524,0.4722222222222222,0.47619047619047616,0.4861111111111111
voiced,QuantileTransformer,False,lda,3,0.47619047619047616,0.3472222222222222,0.5714285714285714,0.4722222222222222
voiced,QuantileTransformer,False,qda,3,0.2857142857142857,0.4444444444444444,0.38095238095238093,0.5
voiced,QuantileTransformer,False,dt,3,0.7142857142857143,0.625,0.5714285714285714,0.40277777777777773
voiced,QuantileTransformer,False,rf,3,0.7142857142857143,0.4166666666666667,0.6666666666666666,0.3888888888888889
voiced,QuantileTransformer,False,adaboost,3,0.7380952380952381,0.4305555555555556,0.7380952380952381,0.4305555555555556
voiced,QuantileTransformer,False,mlp,3,0.6428571428571429,0.4444444444444444,0.6428571428571429,0.4444444444444444
svd,QuantileTransformer,True,svm,4,0.8170731707317073,0.8011750154607298,0.8170731707317073,0.8011750154607298
svd,QuantileTransformer,True,knn,4,0.7560975609756098,0.7390228818800247,0.7652439024390244,0.7503865182436611
svd,QuantileTransformer,True,gaussianNB,4,0.7134146341463414,0.7367037724180581,0.7164634146341463,0.740491651205937
svd,QuantileTransformer,True,lda,4,0.7926829268292683,0.777056277056277,0.7957317073170732,0.7808441558441559
svd,QuantileTransformer,True,qda,4,0.7408536585365854,0.7349257884972171,0.7347560975609756,0.7285868893011751
svd,QuantileTransformer,True,dt,4,0.7896341463414634,0.7732683982683983,0.7896341463414634,0.7732683982683983
svd,QuantileTransformer,True,rf,4,0.8292682926829268,0.8089053803339518,0.8323170731707317,0.811456400742115
svd,QuantileTransformer,True,adaboost,4,0.8201219512195121,0.798778602350031,0.8201219512195121,0.798778602350031
svd,QuantileTransformer,True,mlp,4,0.7835365853658537,0.7731137909709338,0.774390243902439,0.7617501546072976
voiced,QuantileTransformer,True,svm,4,0.6428571428571429,0.55,0.5952380952380952,0.4666666666666667
voiced,QuantileTransformer,True,knn,4,0.5952380952380952,0.4416666666666667,0.5952380952380952,0.4416666666666667
voiced,QuantileTransformer,True,gaussianNB,4,0.5,0.525,0.5238095238095238,0.5666666666666667
voiced,QuantileTransformer,True,lda,4,0.5,0.375,0.4523809523809524,0.36666666666666664
voiced,QuantileTransformer,True,qda,4,0.3333333333333333,0.4583333333333333,0.30952380952380953,0.44166666666666665
voiced,QuantileTransformer,True,dt,4,0.6428571428571429,0.525,0.6428571428571429,0.525
voiced,QuantileTransformer,True,rf,4,0.6428571428571429,0.5,0.5714285714285714,0.42500000000000004
